Name,Type,Address,total,bike ped,serious/fatal,youth,speed,2014Rank,Location,Latitude,Longitude
Hearst,School,4640 S LAMON AVE,110.0,3.0,2.0,15.0,29.0,657.0,"(41.80856259999999, -87.7461579)",41.80856259999999, -87.7461579
Hedges,School,4735 S WINCHESTER AVE,136.0,10.0,2.0,24.0,35.0,417.0,"(41.8076877, -87.6734511)",41.8076877, -87.6734511
Hedges Branch,School,1954 W 48TH ST,101.0,7.0,1.0,19.0,31.0,574.0,"(41.8069588, -87.67365300000002)",41.8069588, -87.67365300000002
Hefferan,School,4409 W WILCOX ST,248.0,15.0,6.0,35.0,69.0,140.0,"(41.8783168, -87.736047)",41.8783168, -87.736047
Henderson,School,5650 S WOLCOTT AVE,60.0,6.0,2.0,7.0,16.0,1046.0,"(41.7907609, -87.67241890000001)",41.7907609, -87.67241890000001
Hendricks Commercial Ac,School,4316 S PRINCETON AVE,61.0,2.0,3.0,11.0,16.0,1014.0,"(41.8159706, -87.6338782)",41.8159706, -87.6338782
Henry,School,4250 N ST LOUIS AVE,53.0,0.0,0.0,5.0,6.0,1226.0,"(41.9586697, -87.71592419999999)",41.9586697, -87.71592419999999
Henry Ford Charter,School,931 S HOMAN AVE,88.0,6.0,2.0,10.0,19.0,852.0,"(41.8692274, -87.710009)",41.8692274, -87.710009
Henson,School,1326 S AVERS AVE,115.0,2.0,1.0,17.0,33.0,616.0,"(41.8636018, -87.72180999999999)",41.8636018, -87.72180999999999
Herbert,School,2131 W MONROE ST,61.0,4.0,1.0,13.0,12.0,947.0,"(41.8796875, -87.6806019)",41.8796875, -87.6806019
Heritage Green,Park,610_30 W ADAMS ST,256.0,35.0,12.0,16.0,77.0,130.0,"(41.8796139, -87.64317299999999)",41.8796139, -87.64317299999999
Hermitage,Park,5839 S WOOD ST,86.0,5.0,1.0,17.0,25.0,697.0,"(41.7872259, -87.668464)",41.7872259, -87.668464
Hermosa,Park,2240 N KILBOURN AVE,120.0,2.0,4.0,22.0,23.0,557.0,"(41.9220571, -87.7395626)",41.9220571, -87.7395626
Hernandez,School,3510 W 55TH ST,116.0,6.0,3.0,18.0,27.0,559.0,"(41.7938358, -87.7119563)",41.7938358, -87.7119563
Heroes Magnet,School,8344 S COMMERCIAL AVE,91.0,6.0,6.0,17.0,22.0,669.0,"(41.7441524, -87.5530386)",41.7441524, -87.5530386
Herzl,School,3711 W DOUGLAS BL,145.0,8.0,3.0,18.0,48.0,409.0,"(41.86150070000001, -87.7183603)",41.86150070000001, -87.7183603
Herzl Child_Parent_Ctr Br,School,1401 S HAMLIN AVE,116.0,5.0,3.0,15.0,38.0,571.0,"(41.8620834, -87.72017699999999)",41.8620834, -87.72017699999999
Hiawatha,Park,8029 W FOREST PRESERVE AVE,130.0,9.0,4.0,19.0,32.0,534.0,"(41.9439797, -87.8277079)",41.9439797, -87.8277079
Hibbard,School,3244 W AINSLIE ST,154.0,13.0,1.0,18.0,39.0,431.0,"(41.970866, -87.7103849)",41.970866, -87.7103849
Hickory,Park,4834 N WINTHROP AVE,271.0,35.0,4.0,24.0,72.0,121.0,"(41.970152, -87.658052)",41.970152, -87.658052
Higgins Acad,School,11710 S MORGAN ST,19.0,0.0,0.0,8.0,3.0,1384.0,"(41.6809259, -87.64743779999999)",41.6809259, -87.64743779999999
Higgins Acad,School,11710 S MORGAN ST,19.0,0.0,0.0,8.0,3.0,1384.0,"(41.6809259, -87.64743779999999)",41.6809259, -87.64743779999999
Hinton,School,644 W 71ST ST,77.0,2.0,3.0,5.0,13.0,939.0,"(41.7655732, -87.64138129999999)",41.7655732, -87.64138129999999
Hirsch Metro HS,School,7740 S INGLESIDE AVE,37.0,2.0,1.0,3.0,11.0,1263.0,"(41.7542233, -87.60162810000001)",41.7542233, -87.60162810000001
Hitch,School,5625 N MC VICKER AVE,66.0,1.0,2.0,9.0,16.0,1018.0,"(41.983825, -87.77861899999999)",41.983825, -87.77861899999999
Hoard,Park,7221 S DOBSON AVE,59.0,1.0,1.0,14.0,22.0,856.0,"(41.763423, -87.59940759999999)",41.763423, -87.59940759999999
Hodes,Park,1607 E 73RD ST,140.0,10.0,3.0,27.0,46.0,344.0,"(41.7624023, -87.585577)",41.7624023, -87.585577
Holden,School,1104 W 31ST ST,96.0,7.0,2.0,16.0,17.0,789.0,"(41.838398, -87.654055)",41.838398, -87.654055
Holly,Park,4052 S ELLIS AVE,34.0,3.0,2.0,13.0,9.0,1196.0,"(41.8204261, -87.602851)",41.8204261, -87.602851
Hollywood,Park,3312 W THORNDALE AVE,202.0,10.0,6.0,41.0,55.0,216.0,"(41.9884845, -87.7122215)",41.9884845, -87.7122215
Holman Leadership Acad,School,7566 S SOUTH SHORE DR,45.0,5.0,0.0,6.0,11.0,1191.0,"(41.7588071, -87.5559803)",41.7588071, -87.5559803
Holmes,School,955 W GARFIELD BL,87.0,5.0,5.0,7.0,35.0,670.0,"(41.7936529, -87.64959619999999)",41.7936529, -87.64959619999999
Holstein,Park,2200 N OAKLEY AVE,177.0,16.0,2.0,16.0,34.0,389.0,"(41.9216453, -87.6850872)",41.9216453, -87.6850872
Holy Angels School,School,750 E 40TH ST,54.0,3.0,2.0,10.0,23.0,902.0,"(41.8214902, -87.60770939999999)",41.8214902, -87.60770939999999
Holy Family Lutheran Sch,School,3415 W ARTHINGTON ST,69.0,7.0,4.0,10.0,17.0,959.0,"(41.8696937, -87.7117741)",41.8696937, -87.7117741
Holy Martyrs,School,4325 S RICHMOND ST,43.0,6.0,1.0,7.0,13.0,1166.0,"(41.81493409999999, -87.6977459)",41.81493409999999, -87.6977459
Holy Spirit Acad,School,1335 W 115TH ST,31.0,1.0,1.0,2.0,9.0,1318.0,"(41.684637, -87.655811)",41.684637, -87.655811
Holy Trinity HS,School,1443 W DIVISION ST,311.0,39.0,6.0,28.0,81.0,75.0,"(41.9029929, -87.6642454)",41.9029929, -87.6642454
Holy Trinity Shool,School,1900 W TAYLOR ST,51.0,2.0,4.0,3.0,16.0,1148.0,"(41.8694558, -87.67397659999999)",41.8694558, -87.67397659999999
Homan,Park,2148 S HOMAN AVE,75.0,6.0,3.0,8.0,14.0,888.0,"(41.852127, -87.7104729)",41.852127, -87.7104729
Honeysuckle,Park,4637 S CHAMPLAIN AVE,79.0,4.0,0.0,18.0,20.0,841.0,"(41.810148, -87.60987500000002)",41.810148, -87.60987500000002
Hope College Prep,School,5515 S LOWE AVE,110.0,5.0,5.0,25.0,34.0,549.0,"(41.7933941, -87.64087909999999)",41.7933941, -87.64087909999999
Hope Elemetary School,School,1628 W WASHINGTON BLVD,235.0,9.0,13.0,21.0,57.0,213.0,"(41.883751, -87.6679178)",41.883751, -87.6679178
Hope Lutheran School,School,6416 SO WASHTENAW,72.0,4.0,1.0,8.0,8.0,1068.0,"(41.7768811, -87.69120120000001)",41.7768811, -87.69120120000001
Horan,Park,3035 W VAN BUREN ST,297.0,17.0,8.0,62.0,84.0,60.0,"(41.8756579, -87.7033878)",41.8756579, -87.7033878
Hornbeam,Park,1422 S HAMLIN AVE,92.0,3.0,1.0,10.0,23.0,824.0,"(41.861877, -87.720512)",41.861877, -87.720512
Horner,Park,2741 W MONTROSE AVE,407.0,29.0,9.0,69.0,106.0,30.0,"(41.96055399999999, -87.6977103)",41.96055399999999, -87.6977103
Houston,Park,5001 S COTTAGE GROVE AVE,122.0,8.0,3.0,27.0,39.0,482.0,"(41.8040531, -87.6064438)",41.8040531, -87.6064438
Howe,School,720 N LOREL AVE,179.0,15.0,6.0,24.0,29.0,365.0,"(41.89354669999999, -87.7599539)",41.89354669999999, -87.7599539
Howland,School,1616 S SPAULDING AVE,87.0,7.0,1.0,12.0,19.0,761.0,"(41.8584975, -87.7084493)",41.8584975, -87.7084493
Hoyne,School,8905 S CRANDON AVE,19.0,0.0,0.0,8.0,3.0,1385.0,"(41.7331395, -87.5677262)",41.7331395, -87.5677262
Hoyne,Park,3417 S HAMILTON AVE,112.0,3.0,1.0,28.0,28.0,585.0,"(41.8316338, -87.6788017)",41.8316338, -87.6788017
Hubbard,Park,4950 W HUBBARD ST,39.0,2.0,1.0,3.0,4.0,1225.0,"(41.888903, -87.75003099999999)",41.888903, -87.75003099999999
Hubbard HS,School,6200 S HAMLIN AVE,138.0,5.0,2.0,30.0,28.0,488.0,"(41.7805453, -87.71790159999999)",41.7805453, -87.71790159999999
Huckleberry,Park,6200 S KIMBARK AVE,52.0,3.0,2.0,8.0,16.0,1092.0,"(41.782198, -87.595134)",41.782198, -87.595134
Huggie Bear Christian Aca,School,1808 W 99TH ST,39.0,1.0,1.0,18.0,10.0,1135.0,"(41.71417599999999, -87.66787699999999)",41.71417599999999, -87.66787699999999
Hughes Ce,School,4247 W 15TH ST,72.0,8.0,5.0,16.0,26.0,722.0,"(41.8605835, -87.7325458)",41.8605835, -87.7325458
Hughes L,School,226 W 104TH ST,127.0,9.0,1.0,30.0,40.0,451.0,"(41.7052674, -87.62896119999999)",41.7052674, -87.62896119999999
Humbert,Park,632 W 31ST ST,110.0,11.0,2.0,27.0,33.0,541.0,"(41.8380774, -87.6427156)",41.8380774, -87.6427156
Humboldt,Park,1400 N HUMBOLDT DR,1179.0,94.0,35.0,217.0,307.0,2.0,"(41.9066384, -87.70143089999999)",41.9066384, -87.70143089999999
Humboldt Comunity Chri,sSchool,1847 N HUMBOLDT BL,66.0,4.0,2.0,12.0,22.0,834.0,"(41.9152275, -87.7012704)",41.9152275, -87.7012704
Hunter_Bolden Acad,School,5946 S PRAIRIE AVE,68.0,1.0,1.0,14.0,18.0,960.0,"(41.786164, -87.61948799999999)",41.786164, -87.61948799999999
Hurley,Park,1901 W 100TH ST,19.0,2.0,1.0,6.0,7.0,1357.0,"(41.7120344, -87.66889979999999)",41.7120344, -87.66889979999999
Hurley,School,3849 W 69TH PL,36.0,0.0,0.0,4.0,6.0,1310.0,"(41.7664033, -87.7191981)",41.7664033, -87.7191981
Hyde Park HS,School,6220 S STONY ISLAND AVE,146.0,9.0,5.0,33.0,49.0,305.0,"(41.7821436, -87.5872366)",41.7821436, -87.5872366
Icc Full Time School,School,5933 N LINCOLN AVE,196.0,11.0,5.0,33.0,64.0,221.0,"(41.98922150000001, -87.7049399)",41.98922150000001, -87.7049399
Icci Acad,School,6435 W BELMONT AVE,201.0,16.0,5.0,50.0,66.0,166.0,"(41.9380041, -87.7875509)",41.9380041, -87.7875509
Immaculate Conception,School,1431 N PARK AVE,115.0,16.0,2.0,10.0,22.0,689.0,"(41.9083708, -87.6359598)",41.9083708, -87.6359598
Immaculate Conception,School,8739 S EXCHANGE AVE,81.0,13.0,3.0,20.0,21.0,676.0,"(41.735851, -87.5527832)",41.735851, -87.5527832
Immaculate Conception 2,School,7263 W TALCOTT AVE,71.0,4.0,2.0,12.0,19.0,928.0,"(41.9863153, -87.8089803)",41.9863153, -87.8089803
Immaculate Heart Of Mar,School,3820 N SPAULDING AVE,137.0,12.0,1.0,30.0,36.0,432.0,"(41.9507422, -87.7107276)",41.9507422, -87.7107276
Independence,Park,3945 N SPRINGFIELD AVE,186.0,5.0,0.0,27.0,48.0,308.0,"(41.9534394, -87.7248517)",41.9534394, -87.7248517
Indian Boundary,Park,2500 W LUNT AVE,150.0,13.0,1.0,20.0,40.0,426.0,"(42.0086904, -87.6923717)",42.0086904, -87.6923717
Indian Road,Park,6010 W MATSON AVE,13.0,0.0,0.0,1.0,2.0,1468.0,"(41.9929198, -87.7784161)",41.9929198, -87.7784161
Instituto Chtr Campus,School,122 S MICHIGAN AVE,400.0,54.0,8.0,39.0,84.0,42.0,"(41.8799204, -87.6248116)",41.8799204, -87.6248116
Interbusiness Institute,School,8700 W BRYN MAWR AVE,5.0,0.0,0.0,0.0,1.0,1490.0,"(41.9828932, -87.84330740000001)",41.9828932, -87.84330740000001
Irving,School,749 S OAKLEY BL,54.0,2.0,0.0,2.0,11.0,1197.0,"(41.8717354, -87.6832998)",41.8717354, -87.6832998
Irving Park Middle,School,3815 N KEDVALE AVE,138.0,8.0,6.0,23.0,38.0,459.0,"(41.9504273, -87.73052659999999)",41.9504273, -87.73052659999999
Jackson,Park,8385 S BIRKHOFF AVE,93.0,2.0,4.0,17.0,17.0,806.0,"(41.7419418, -87.63940989999999)",41.7419418, -87.63940989999999
Jackson,Park,4319 S INDIANA AVE,108.0,9.0,6.0,35.0,32.0,454.0,"(41.8159852, -87.6213846)",41.8159852, -87.6213846
Jackson Acad,School,1340 W HARRISON ST,84.0,4.0,2.0,4.0,32.0,821.0,"(41.87476849999999, -87.66111649999999)",41.87476849999999, -87.66111649999999
Jackson Mahalia,School,917 W 88TH ST,90.0,3.0,4.0,16.0,36.0,671.0,"(41.7338455, -87.6469571)",41.7338455, -87.6469571
Jacob,Park,4674 N VIRGINIA AVE,73.0,2.0,0.0,7.0,22.0,970.0,"(41.9664309, -87.6980445)",41.9664309, -87.6980445
Jacolik,Park,2731 S ELEANOR ST,13.0,0.0,0.0,0.0,3.0,1469.0,"(41.8438708, -87.661141)",41.8438708, -87.661141
Jahn,School,3149 N WOLCOTT AVE,90.0,12.0,3.0,1.0,25.0,843.0,"(41.9390936, -87.67531249999999)",41.9390936, -87.67531249999999
James Weldon Johnson S,cSchool,1504 S ALBANY AVE,65.0,4.0,3.0,16.0,16.0,948.0,"(41.8611098, -87.70341719999999)",41.8611098, -87.70341719999999
Jamieson,School,5650 N MOZART ST,183.0,9.0,5.0,39.0,64.0,230.0,"(41.9844136, -87.70096590000001)",41.9844136, -87.70096590000001
Jane Addams High School,School,1814 S UNION AVE,227.0,14.0,4.0,20.0,74.0,190.0,"(41.8570285, -87.6451072)",41.8570285, -87.6451072
Jefferson,Park,3111 W FULTON BLVD,100.0,7.0,7.0,25.0,35.0,506.0,"(41.886112, -87.70418699999999)",41.886112, -87.70418699999999
Jefferson,Park,1640 S JEFFERSON ST,125.0,6.0,1.0,14.0,49.0,499.0,"(41.858778, -87.64218799999999)",41.858778, -87.64218799999999
Jefferson,Park,4822 N LONG AVE,375.0,30.0,10.0,32.0,106.0,44.0,"(41.9687027, -87.76276279999999)",41.9687027, -87.76276279999999
Jehovah Lutheran School,School,3740 W BELDEN AVE,138.0,10.0,4.0,41.0,31.0,386.0,"(41.922993, -87.7212713)",41.922993, -87.7212713
Jenner,School,1009 N CLEVELAND AVE,147.0,13.0,2.0,3.0,41.0,471.0,"(41.9005972, -87.6411033)",41.9005972, -87.6411033
Jensen,Park,4600 N LAWNDALE AVE,87.0,6.0,2.0,5.0,17.0,934.0,"(41.9656189, -87.721081)",41.9656189, -87.721081
Jensen School Acad,School,3030 W HARRISON ST,183.0,12.0,5.0,41.0,50.0,247.0,"(41.8740779, -87.70217)",41.8740779, -87.70217
Jewish Children Bureau S,cSchool,3145 W PRATT AVE,2.0,0.0,0.0,0.0,1.0,1492.0,"(42.00367749999999, -87.708897)",42.00367749999999, -87.708897
Joan Dachs Bais Yaakov,School,3200 W PETERSON AVE,290.0,15.0,4.0,52.0,77.0,78.0,"(41.9912637, -87.7099708)",41.9912637, -87.7099708
Joan Dachs Bais Yaakov,School,3200 W PETERSON AVE,290.0,15.0,4.0,52.0,77.0,78.0,"(41.9912637, -87.7099708)",41.9912637, -87.7099708
Johns Acad,School,6936 S HERMITAGE AVE,70.0,5.0,2.0,21.0,28.0,699.0,"(41.7678338, -87.6675642)",41.7678338, -87.6675642
Johnson,School,1420 S ALBANY AVE,115.0,3.0,5.0,28.0,33.0,533.0,"(41.861866, -87.7034175)",41.861866, -87.7034175
Jones,Park,1240 S PLYMOUTH CT,292.0,23.0,8.0,37.0,69.0,100.0,"(41.8663563, -87.6284735)",41.8663563, -87.6284735
Jones HS,School,606 S STATE ST,584.0,60.0,16.0,52.0,180.0,12.0,"(41.8743132, -87.6279679)",41.8743132, -87.6279679
Jonquil,Park,1023 W WRIGHTWOOD AVE,166.0,22.0,5.0,9.0,37.0,422.0,"(41.9289875, -87.6546221)",41.9289875, -87.6546221
Joplin,School,7931 S HONORE ST,131.0,5.0,2.0,22.0,31.0,536.0,"(41.7494853, -87.66908699999999)",41.7494853, -87.66908699999999
Jordan,School,7414 N WOLCOTT AVE,88.0,13.0,3.0,10.0,20.0,812.0,"(42.0170855, -87.67803099999999)",42.0170855, -87.67803099999999
Josephinum HS,School,1501 N OAKLEY BL,134.0,10.0,1.0,11.0,28.0,596.0,"(41.9092512, -87.68409079999999)",41.9092512, -87.68409079999999
Joyner Cpc,School,1315 S BLUE ISLAND AVE,68.0,4.0,1.0,11.0,18.0,980.0,"(41.864954, -87.654696)",41.864954, -87.654696
Juarez HS,School,2150 S LAFLIN ST,266.0,24.0,5.0,48.0,71.0,88.0,"(41.853725, -87.6636381)",41.853725, -87.6636381
Julian HS,School,10330 S ELIZABETH ST,131.0,1.0,4.0,29.0,40.0,460.0,"(41.70594639999999, -87.65424)",41.70594639999999, -87.65424
Junction Grove,Park,345 W 64TH ST,33.0,2.0,0.0,1.0,6.0,1353.0,"(41.7780209, -87.63434889999999)",41.7780209, -87.63434889999999
Jungman,School,1746 S MILLER ST,105.0,8.0,3.0,6.0,24.0,695.0,"(41.8586458, -87.6525551)",41.8586458, -87.6525551
Juniper,Park,3656 N GREENVIEW AVE,118.0,5.0,5.0,7.0,32.0,651.0,"(41.94863, -87.66647069999999)",41.94863, -87.66647069999999
Just For Kids,School,11024 S BELL AVE,19.0,1.0,0.0,8.0,0.0,1405.0,"(41.6937764, -87.67716240000001)",41.6937764, -87.67716240000001
Just For Kids,School,5036 S BLACKSTONE AVE,54.0,6.0,1.0,5.0,9.0,1170.0,"(41.803162, -87.590881)",41.803162, -87.590881
Kanoon Magnet,School,2233 S KEDZIE AVE,190.0,15.0,7.0,31.0,65.0,200.0,"(41.8504537, -87.70459220000001)",41.8504537, -87.70459220000001
Kedvale,Park,4140 W HIRSCH ST,113.0,7.0,3.0,19.0,32.0,594.0,"(41.9062317, -87.73042769999999)",41.9062317, -87.73042769999999
Keeler,Park,1243 S KEELER AVE,86.0,5.0,2.0,13.0,24.0,737.0,"(41.8648574, -87.73003469999999)",41.8648574, -87.73003469999999
Keller Magnet,School,3020 W 108TH ST,10.0,0.0,0.0,1.0,4.0,1461.0,"(41.697413, -87.6969168)",41.697413, -87.6969168
Kellman Corp,School,751 S SACRAMENTO BL,101.0,5.0,5.0,27.0,32.0,575.0,"(41.8713107, -87.7006143)",41.8713107, -87.7006143
Kellogg,School,9241 S LEAVITT ST,11.0,0.0,0.0,1.0,1.0,1477.0,"(41.7252339, -87.6768077)",41.7252339, -87.6768077
Kells,Park,3201 W CHICAGO AVE,140.0,15.0,3.0,28.0,33.0,439.0,"(41.8955426, -87.7065492)",41.8955426, -87.7065492
Kelly,Park,3800 N SEMINARY AVE,198.0,18.0,7.0,17.0,62.0,251.0,"(41.9510956, -87.6568135)",41.9510956, -87.6568135
Kelly,Park,2725 W 41ST ST,250.0,17.0,4.0,60.0,74.0,97.0,"(41.8190606, -87.6938068)",41.8190606, -87.6938068
Kelly HS,School,4136 S CALIFORNIA AVE,246.0,17.0,8.0,61.0,74.0,95.0,"(41.8186133, -87.6951172)",41.8186133, -87.6951172
Kelvyn,Park,4438 W WRIGHTWOOD AVE,202.0,19.0,4.0,35.0,45.0,245.0,"(41.928971, -87.7381063)",41.928971, -87.7381063
Kelvyn Park HS,School,4343 W WRIGHTWOOD AVE,101.0,7.0,0.0,11.0,25.0,751.0,"(41.92722490000001, -87.7360376)",41.92722490000001, -87.7360376
Kenmore,Park,3141 N KENMORE AVE,201.0,26.0,2.0,5.0,44.0,330.0,"(41.939312, -87.65530299999999)",41.939312, -87.65530299999999
Kennedy,Park,11320 S WESTERN AVE,50.0,2.0,0.0,8.0,13.0,1155.0,"(41.6871472, -87.68173019999999)",41.6871472, -87.68173019999999
Kennedy HS,School,6325 W 56TH ST,60.0,2.0,0.0,17.0,18.0,973.0,"(41.7902256, -87.78031639999999)",41.7902256, -87.78031639999999
Kennicott,Park,4434 S LAKE PARK AVE,23.0,0.0,0.0,1.0,5.0,1322.0,"(41.8142925, -87.5972855)",41.8142925, -87.5972855
Kensington,Park,345 E 118TH ST,24.0,1.0,0.0,1.0,6.0,1389.0,"(41.6799322, -87.6161269)",41.6799322, -87.6161269
Ken_Well,Park,2945 N KENOSHA AVE,35.0,4.0,1.0,2.0,3.0,1350.0,"(41.93488809999999, -87.73366329999999)",41.93488809999999, -87.73366329999999
Kenwood Acad HS,School,5015 S BLACKSTONE AVE,200.0,23.0,5.0,31.0,58.0,222.0,"(41.8035048, -87.5900132)",41.8035048, -87.5900132
Kenwood Comm.,Park,1330 E 50TH ST,51.0,2.0,1.0,4.0,9.0,1207.0,"(41.8047591, -87.5943398)",41.8047591, -87.5943398
Kenwood Comm.,Park,1330 E 50TH ST,51.0,2.0,1.0,4.0,9.0,1207.0,"(41.8047591, -87.5943398)",41.8047591, -87.5943398
Kershaw,School,6450 S LOWE AVE,59.0,2.0,0.0,2.0,9.0,1192.0,"(41.776679, -87.6413967)",41.776679, -87.6413967
Key,School,517 N PARKSIDE AVE,220.0,14.0,0.0,47.0,45.0,208.0,"(41.890019, -87.76607399999999)",41.890019, -87.76607399999999
Keystone,Park,1655 N KEYSTONE AVE,210.0,18.0,5.0,42.0,62.0,155.0,"(41.9114723, -87.7275949)",41.9114723, -87.7275949
Kilbourn,Park,3501 N KILBOURN AVE,137.0,5.0,2.0,21.0,23.0,565.0,"(41.9446117, -87.7394581)",41.9446117, -87.7394581
Kilmer,School,6700 N GREENVIEW AVE,98.0,14.0,3.0,10.0,18.0,790.0,"(42.0041902, -87.6684729)",42.0041902, -87.6684729
King,School,740 S CAMPBELL AVE,28.0,2.0,0.0,2.0,7.0,1356.0,"(41.8717523, -87.68962230000001)",41.8717523, -87.68962230000001
King,Park,1212 W 77TH ST,158.0,11.0,3.0,18.0,47.0,336.0,"(41.7541202, -87.6543617)",41.7541202, -87.6543617
King HS,School,4445 S DREXEL BL,57.0,0.0,1.0,20.0,22.0,918.0,"(41.8138729, -87.60296009999999)",41.8138729, -87.60296009999999
Kinzie,Park,5200 W KINZIE ST,283.0,24.0,13.0,49.0,67.0,76.0,"(41.8878055, -87.7553167)",41.8878055, -87.7553167
Kinzie School,School,5625 S MOBILE AVE,21.0,0.0,0.0,1.0,3.0,1433.0,"(41.7902142, -87.77902429999999)",41.7902142, -87.77902429999999
Kinzie School,School,5625 S MOBILE AVE,21.0,0.0,0.0,1.0,3.0,1433.0,"(41.7902142, -87.77902429999999)",41.7902142, -87.77902429999999
Kipling,School,9351 S LOWE AVE,32.0,0.0,0.0,6.0,4.0,1336.0,"(41.7237047, -87.6390588)",41.7237047, -87.6390588
Kipp Ascend Acad,School,4820 W WALTON ST,198.0,10.0,5.0,25.0,47.0,260.0,"(41.8979858, -87.7469217)",41.8979858, -87.7469217
Kiwanis,Park,3315 W CARMEN AVE,103.0,7.0,2.0,14.0,23.0,740.0,"(41.97362469999999, -87.7110707)",41.97362469999999, -87.7110707
Kohn,School,10414 S STATE ST,60.0,5.0,3.0,8.0,11.0,1084.0,"(41.7048032, -87.6240471)",41.7048032, -87.6240471
Kolmar,Park,4143 N KOLMAR AVE,11.0,0.0,0.0,4.0,3.0,1450.0,"(41.9570303, -87.7418483)",41.9570303, -87.7418483
Korczak,Park,6156 N CLAREMONT AVE,174.0,12.0,3.0,16.0,49.0,345.0,"(41.9939266, -87.6885398)",41.9939266, -87.6885398
Kosciuszko,Park,2732 N AVERS AVE,285.0,21.0,12.0,42.0,75.0,89.0,"(41.9315116, -87.7237361)",41.9315116, -87.7237361
Kozminski Com Acad,School,936 E 54TH ST,59.0,4.0,0.0,5.0,9.0,1164.0,"(41.7984806, -87.6023927)",41.7984806, -87.6023927
Krause,Park,10558 S AVE L,103.0,7.0,2.0,39.0,35.0,440.0,"(41.7028549, -87.5368764)",41.7028549, -87.5368764
Kucinski_Murphy,Park,1635 W 33RD PL,56.0,1.0,0.0,7.0,15.0,1114.0,"(41.8330466, -87.6666722)",41.8330466, -87.6666722
Kwame Nkrumah Acad,School,901 E 95TH ST,105.0,5.0,4.0,14.0,39.0,610.0,"(41.7220856, -87.60086989999999)",41.7220856, -87.60086989999999
L H Day Lower School,School,1720 W 87TH ST,95.0,3.0,2.0,16.0,31.0,706.0,"(41.736052, -87.6663669)",41.736052, -87.6663669
L.E.A.R.N. Charter School,School,1132 S HOMAN AVE,171.0,6.0,4.0,28.0,44.0,303.0,"(41.86712319999999, -87.7109965)",41.86712319999999, -87.7109965
La Follette,Park,1333 N LARAMIE AVE,127.0,10.0,3.0,9.0,20.0,618.0,"(41.90531439999999, -87.7552631)",41.90531439999999, -87.7552631
Lafayette,School,2714 W AUGUSTA BL,121.0,11.0,3.0,20.0,30.0,560.0,"(41.8994704, -87.6948413)",41.8994704, -87.6948413
Lake Meadows,Park,3113 S RHODES AVE,85.0,7.0,2.0,10.0,29.0,787.0,"(41.8378996, -87.61336430000001)",41.8378996, -87.61336430000001
Lake Meadows,Park,3113 S RHODES AVE,85.0,7.0,2.0,10.0,29.0,787.0,"(41.8378996, -87.61336430000001)",41.8378996, -87.61336430000001
Lake Shore,Park,254 E CHICAGO AVE,359.0,27.0,8.0,13.0,129.0,47.0,"(41.896789, -87.6206212)",41.896789, -87.6206212
Lake Shore Prep School,School,300 W HILL ST,143.0,10.0,0.0,13.0,35.0,521.0,"(41.9032652, -87.6361178)",41.9032652, -87.6361178
Lake Shore Schools,School,5611 N CLARK ST,181.0,24.0,4.0,27.0,54.0,271.0,"(41.9839098, -87.6685299)",41.9839098, -87.6685299
Lake View Acad,School,716 W ADDISON ST,182.0,15.0,1.0,11.0,47.0,350.0,"(41.94757269999999, -87.6478523)",41.94757269999999, -87.6478523
Lake View HS,School,4015 N ASHLAND AVE,276.0,18.0,6.0,29.0,73.0,120.0,"(41.9552279, -87.6686125)",41.9552279, -87.6686125
Lamb,Park,1400 W 109TH ST,12.0,0.0,1.0,1.0,3.0,1460.0,"(41.6958166, -87.65710220000001)",41.6958166, -87.65710220000001
Lane Tech HS,School,2501 W ADDISON ST,591.0,31.0,11.0,124.0,170.0,8.0,"(41.945431, -87.690618)",41.945431, -87.690618
Langdon,Park,1754 W ALBION AVE,41.0,0.0,0.0,1.0,3.0,1354.0,"(42.0016337, -87.67452180000001)",42.0016337, -87.67452180000001
Langley,Park,700 E 113TH ST,14.0,0.0,2.0,2.0,0.0,1463.0,"(41.689016, -87.603093)",41.689016, -87.603093
Lara Acad,School,4619 S WOLCOTT AVE,115.0,12.0,2.0,15.0,26.0,566.0,"(41.81005500000001, -87.6722915)",41.81005500000001, -87.6722915
LaSalle Language Acad,School,1734 N ORLEANS ST,101.0,14.0,1.0,14.0,23.0,718.0,"(41.9138171, -87.63804300000001)",41.9138171, -87.63804300000001
Lathrop,School,1440 S CHRISTIANA AVE,101.0,8.0,3.0,22.0,26.0,581.0,"(41.861415, -87.709653)",41.861415, -87.709653
Latin School Of Chicago,School,59 W NORTH BL,247.0,24.0,6.0,16.0,56.0,206.0,"(41.9107716, -87.6312389)",41.9107716, -87.6312389
Latin School Of Chicago L,oSchool,1531 N DEARBORN PKWY,161.0,19.0,3.0,13.0,37.0,428.0,"(41.910463, -87.62978690000001)",41.910463, -87.62978690000001
Latino Youth HS,School,2001 S CALIFORNIA AVE,75.0,5.0,4.0,16.0,22.0,752.0,"(41.8546431, -87.69524609999999)",41.8546431, -87.69524609999999
Lavizzo Elm,School,138 W 109TH ST,44.0,4.0,0.0,7.0,6.0,1234.0,"(41.696449, -87.62705679999999)",41.696449, -87.62705679999999
Lawler,Park,5210 W 64TH ST,65.0,0.0,2.0,17.0,16.0,971.0,"(41.7760009, -87.75244070000001)",41.7760009, -87.75244070000001
